data/barcode78.fastq , 76169,barcode78_perfect_umis.fastq , 47289,final_barcode78.fastq , 42550
data/barcode79.fastq , 188732,barcode79_perfect_umis.fastq , 123190,final_barcode79.fastq , 116686
data/barcode80.fastq , 82881,barcode80_perfect_umis.fastq , 51286,final_barcode80.fastq , 47863
data/barcode81.fastq , 176574,barcode81_perfect_umis.fastq , 96609,final_barcode81.fastq , 81658
data/barcode82.fastq , 34684,barcode82_perfect_umis.fastq , 17902,final_barcode82.fastq , 14007
data/barcode83.fastq , 268973,barcode83_perfect_umis.fastq , 172875,final_barcode83.fastq , 165389
data/barcode84.fastq , 249033,barcode84_perfect_umis.fastq , 150560,final_barcode84.fastq , 135589
data/barcode85.fastq , 45223,barcode85_perfect_umis.fastq , 29963,final_barcode85.fastq , 27751
data/barcode86.fastq , 33505,barcode86_perfect_umis.fastq , 19511,final_barcode86.fastq , 17304
data/barcode87.fastq , 115581,barcode87_perfect_umis.fastq , 50921,final_barcode87.fastq , 36090
data/barcode88.fastq , 240252,barcode88_perfect_umis.fastq , 154823,final_barcode88.fastq , 143980
data/barcode89.fastq , 50171,barcode89_perfect_umis.fastq , 28616,final_barcode89.fastq , 25327
data/barcode90.fastq , 66105,barcode90_perfect_umis.fastq , 38710,final_barcode90.fastq , 34839
data/barcode91.fastq , 100590,barcode91_perfect_umis.fastq , 35859,final_barcode91.fastq , 18916
data/barcode92.fastq , 160305,barcode92_perfect_umis.fastq , 100978,final_barcode92.fastq , 95932
data/barcode93.fastq , 143508,barcode93_perfect_umis.fastq , 76888,final_barcode93.fastq , 64433
data/barcode94.fastq , 34240,barcode94_perfect_umis.fastq , 19073,final_barcode94.fastq , 15821
data/barcode95.fastq , 156184,barcode95_perfect_umis.fastq , 50188,final_barcode95.fastq , 32157
data/barcode96.fastq , 432774,barcode96_perfect_umis.fastq , 280667,final_barcode96.fastq , 261697
total , 12023841,total , 6934063,total , 6178130
